place,cote,yearStart,yearEnd,url
Niort,3 Q 18/563,1808,1812,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaebbf12d6dc861aa1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/564,1808,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7feabcbfb10b5dad/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/36,1808,1815,https://archives-deux-sevres-vienne.fr/ark:/58825/vta26e0bb6c83975b8d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/53,1808,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3cbd0f84ba3306e1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/81,1809,1810,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa6a6a63849c7d9f3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/557,1809,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae1e6f6cda566d955/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/121,1809,1815,https://archives-deux-sevres-vienne.fr/ark:/58825/vta12018363f827f7c3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chizé,3 Q 10/51,1809,1822,https://archives-deux-sevres-vienne.fr/ark:/58825/vta91b0a3200b1fbb17/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/52,1809,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac8a36f1d51f9039d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/556,1810,1812,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa659478280271bc7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/33,1810,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadbbfef41ba482c52/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/84,1810,1822,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5d45922766ab8390/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/161,1810,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta858cf67770b0a530/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chizé,3 Q 10/47,1811,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadc37c6bab32d1bed/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/82,1811,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vta177b6e146155bc56/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/164,1811,1817,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0076df9125f7df00/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/171,1811,1817,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa6f3b187e6cf254c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/565,1811,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8023e55fd14c7a15/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/82,1811,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5c5d6a867d921de7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/106,1811,1823,https://archives-deux-sevres-vienne.fr/ark:/58825/vta99a50e29fe9b86e0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/107,1811,1823,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab144b78494398a3a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/159,1811,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta520d5c93b23e1cd1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/87,1811,1833,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2824748db4e54262/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/549,1812,1814,https://archives-deux-sevres-vienne.fr/ark:/58825/vta331d94ddab44773e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/299,1812,1822,https://archives-deux-sevres-vienne.fr/ark:/58825/vta319f1b8232eee1e9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/127,1812,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta473f766ac84a5417/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/558,1813,1818,https://archives-deux-sevres-vienne.fr/ark:/58825/vta854d0d1949e86c90/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/93,1813,1819,https://archives-deux-sevres-vienne.fr/ark:/58825/vta02fc191d9442b793/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/30,1813,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4580f248be404964/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/157,1813,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1a4da709d08fe293/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/86,1813,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa58034abd7ee8808/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/33,1813,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta99e7d9c2aa0fda40/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/68,1813,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta05ca0178cf3b38da/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/34,1814,1819,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae8d26d5148327f8d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/47,1814,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac37b81d1637f9d27/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/42,1814,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabae6e03dc6a1882a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/99,1814,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta545bb146965047be/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/172,1814,1821,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9b032321661bf3b6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/37,1814,1822,https://archives-deux-sevres-vienne.fr/ark:/58825/vta59b47710f135aa23/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/39,1814,1823,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9615ac90a521abed/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/76,1814,1823,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9f3faa149dcf1d44/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/49,1814,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0966f77b6ea77df4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chizé,3 Q 10/48,1814,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta818b2839f5aed5f0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/110,1814,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6b510edaf01323b8/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/189,1814,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6f56d3591fbbd65b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/83,1815,1816,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4eeaccfb30109af9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/550,1815,1820,https://archives-deux-sevres-vienne.fr/ark:/58825/vta86811e8b947bf618/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/122,1816,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9e60d945f871b55f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/163,1816,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta42cf61cbf978c2f2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/165,1817,1821,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4cf29f4e774f1393/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/27,1817,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5df8470f0028df93/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/566,1818,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac867ee0c5e28c7b4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/158,1819,1823,https://archives-deux-sevres-vienne.fr/ark:/58825/vta520a5ff219e0b79a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/94,1819,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaeb5f57f1cf206f37/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/95,1819,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7b4b70d92af35a2d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chizé,3 Q 10/52,1819,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8a7fd8022955e0e7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/35,1819,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta875caa19507b1871/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/559,1819,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta902002100a62c064/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/100,1819,1825,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8f760536fd0241b0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/45,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta73754da3368428aa/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/48,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta322de2da2e173f5e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/25,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa89bd2b81f7e2bef/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/166,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta62c152919f07e179/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/31,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa1609e2d1b113506/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/551,1820,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3888f5ac6015b2e7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/184,1820,1832,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafa307c38195f0295/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/128,1820,1832,https://archives-deux-sevres-vienne.fr/ark:/58825/vta276ae15349cf38a3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/80,1820,1837,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaba2842ecc5f58f72/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/38,1821,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta712339d478d0e2e0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/173,1821,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6cbf25f9c945903d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/40,1822,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta62221784b8644068/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/565,1822,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6b0753da1c75f68d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/85,1822,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7f9919edded35d9f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/164,1822,1831,https://archives-deux-sevres-vienne.fr/ark:/58825/vta02da90f482aba60c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/39,1822,1834,https://archives-deux-sevres-vienne.fr/ark:/58825/vta396eb1aa89b50566/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/190,1822,1838,https://archives-deux-sevres-vienne.fr/ark:/58825/vta980bf10cf9933911/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/34,1823,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5a8f44992fbd3ee2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/159,1823,1824,https://archives-deux-sevres-vienne.fr/ark:/58825/vta974b70ad0dc53a0b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/77,1823,1825,https://archives-deux-sevres-vienne.fr/ark:/58825/vta58b5cbca4b91d924/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/53,1823,1844,https://archives-deux-sevres-vienne.fr/ark:/58825/vta466ed61a361934a5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/50,1824,1825,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadfb84a55e011b5f5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/174,1824,1830,https://archives-deux-sevres-vienne.fr/ark:/58825/vta54182879f8beb1a2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/149,1824,1839,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6bae51874aa1a7b5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/190,1824,1841,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0ec7ccc47cf6443b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/567,1825,1828,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8e9a9bc0b0da1c33/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/404,1825,1829,https://archives-deux-sevres-vienne.fr/ark:/58825/vta67f1de6d6cd4ebec/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/28,1825,1830,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae996194108f1afe3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/311,1825,1830,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2e4a6d8834e33761/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/49,1825,1833,https://archives-deux-sevres-vienne.fr/ark:/58825/vta171726452c969281/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/568,1828,1832,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadbcf0a964528954e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/405,1828,1835,https://archives-deux-sevres-vienne.fr/ark:/58825/vta17306878aa6ecc90/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/175,1830,1835,https://archives-deux-sevres-vienne.fr/ark:/58825/vta40280892a34f4d7b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/312,1830,1836,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4bd50c9bfedb4663/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/29,1830,1837,https://archives-deux-sevres-vienne.fr/ark:/58825/vta41921905dc77c232/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/569,1832,1835,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad8e262e96212c173/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/165,1832,1836,https://archives-deux-sevres-vienne.fr/ark:/58825/vta868be9fc5bbe5fca/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/129,1832,1840,https://archives-deux-sevres-vienne.fr/ark:/58825/vta076a58791bf23d00/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/50,1833,1839,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03586ce817c0d8cb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/40,1833,1841,https://archives-deux-sevres-vienne.fr/ark:/58825/vta172418ae39bc90b5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/185,1833,1842,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9c29bb06e7d64d41/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/88,1834,1838,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa4d29c3d01ff0591/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/288,1834,1842,https://archives-deux-sevres-vienne.fr/ark:/58825/vta17d31509ba7a2eb1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/112,1834,1844,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaaa4d27acc139114d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/570,1835,1839,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4cde6063fed1c9c6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/176,1835,1840,https://archives-deux-sevres-vienne.fr/ark:/58825/vta905c56978c2f10c7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/313,1836,1841,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac71156c48c3cf2c9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/406,1836,1841,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6534e56a7946b8e0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/166,1836,1843,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf592a35fa8d80d79/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/191,1836,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9abf9ea5066f66d8/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/30,1837,1843,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf3ebd23189c7aebe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/300,1838,1849,https://archives-deux-sevres-vienne.fr/ark:/58825/vta002cb85b7a359a36/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/257,1838,1849,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaddbf0647b81b9ca6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/194,1838,1851,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9f209bd7a66d3316/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/177,1839,1844,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1f3ae7b5bf494310/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/51,1839,1850,https://archives-deux-sevres-vienne.fr/ark:/58825/vta90e07a9a1c29086c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/150,1839,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaaf5301e2a44c6559/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/571,1840,1841,https://archives-deux-sevres-vienne.fr/ark:/58825/vta288d5fe0fc54557b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/191,1840,1852,https://archives-deux-sevres-vienne.fr/ark:/58825/vta18ab50fbf5f8d3b5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/572,1841,1844,https://archives-deux-sevres-vienne.fr/ark:/58825/vta36fd3d01a0d94fa3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/407,1841,1846,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2ad0251f79f2d1df/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/389,1841,1846,https://archives-deux-sevres-vienne.fr/ark:/58825/vta21ee5851a6486766/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/314,1841,1847,https://archives-deux-sevres-vienne.fr/ark:/58825/vta92973c9c6a5c4b6a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/41,1841,1849,https://archives-deux-sevres-vienne.fr/ark:/58825/vta64772a7b171b2572/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/289,1842,1851,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac38f5eed9f05ad52/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/186,1842,1853,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7ea6144833088e35/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/167,1843,1850,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae3ff865d93aff4a8/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/295,1843,1852,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3a49101db3c784d0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/135,1843,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vta10024fc56f264bb6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/202,1844,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafd5ed97334398d38/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/573,1845,1848,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad92d3af33340b3ee/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/178,1845,1849,https://archives-deux-sevres-vienne.fr/ark:/58825/vta72904addc1be2383/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/408,1846,1850,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf5bfb6c28807cfdf/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
