place,cote,yearStart,yearEnd,url
Niort,3 Q 18/1456,1897,1899,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2252dc7062095265/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/888,1897,1903,https://archives-deux-sevres-vienne.fr/ark:/58825/vta63db30643c27ee08/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Beauvoir-sur-Niort,3 Q 25/73,1897,1908,https://archives-deux-sevres-vienne.fr/ark:/58825/vta45b46a99d66fe7e5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/257,1897,1912,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf6a9e0b0ec1448b8/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/479,1898,1914,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5813a50d8e75ef5d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/35,1899,1914,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab9d6238a5819f303/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/383,1899,1914,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0e6d6cbb59ee6030/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1863,1900,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadcfcc207a81511cd/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mazières-en-Gâtine,3 Q 14/22,1900,1921,https://archives-deux-sevres-vienne.fr/ark:/58825/vta154d6f44cff675e1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/182,1902,1911,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac4e524ac081a7c6d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/269,1902,1915,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3805abf5ba211b9a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/186,1902,1922,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3a0b57a06c160133/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1864,1903,1906,https://archives-deux-sevres-vienne.fr/ark:/58825/vta600c47921e6f3a59/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/889,1903,1911,https://archives-deux-sevres-vienne.fr/ark:/58825/vta44988c8be20c5817/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/450,1903,1912,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5e9a696da27b255d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/374,1903,1919,https://archives-deux-sevres-vienne.fr/ark:/58825/vta909e6cbcebb8beb3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Ménigoute,3 Q 26/68,1903,1929,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf44e8fb1c2ace83b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/397,1904,1911,https://archives-deux-sevres-vienne.fr/ark:/58825/vta75992382c9873771/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1865,1905,1909,https://archives-deux-sevres-vienne.fr/ark:/58825/vta86a1c9dc5a98eebc/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/292,1905,1918,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2fd8603f7f74d43e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/215,1905,1926,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa7cac698a495cf18/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/356,1906,1918,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1e44599066b9c4d7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Celles-sur-Belle,3 Q 6/83,1906,1924,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2651a5150bf8b9c0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/532,1906,1925,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5f05acacfd64fc18/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/220,1908,1929,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0f33ba18ac950c4b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1866,1909,1912,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadea52cc24ca6cf57/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/890,1911,1916,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5a78d1b03aa9611d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/398,1911,1918,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac5939fd7650c18c0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/183,1911,1921,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadbacb17afb004faa/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/241,1911,1924,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1243d56fff2703d3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1867,1912,1914,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabc2f71e8dc31822d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/451,1912,1918,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8200d50e6e2d6685/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/258,1912,1922,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafd40e41d2350f743/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1868,1914,1916,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabaa6b77b05491194/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1870,1914,1920,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafed70237931f4edb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/36,1914,1923,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa4e5d1da3d3db9bf/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/384,1914,1925,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5f8fbbc6be8a5dd5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/480,1915,1924,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4feade222ec0f756/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1869,1916,1918,https://archives-deux-sevres-vienne.fr/ark:/58825/vta01f5760c3cdf9d53/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/891,1916,1922,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2b2f149eeab4d951/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/270,1916,1931,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab8ab510aa5ba2d52/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/315,1916,1931,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9614452b386a7abd/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/57,1917,1924,https://archives-deux-sevres-vienne.fr/ark:/58825/vta49c0235a00215c1b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/453,1917,1931,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9323ab6347493838/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/399,1918,1923,https://archives-deux-sevres-vienne.fr/ark:/58825/vta223eed86ad87c978/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/452,1918,1924,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5b3ea434cc593732/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/187,1918,1932,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae25723b9af7e4421/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/375,1918,1934,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3fc99bdf07634ac7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1871,1919,1921,https://archives-deux-sevres-vienne.fr/ark:/58825/vta650bd9f52f2fa76d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/357,1919,1930,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2346c8e9fc5d751b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/892,1920,1925,https://archives-deux-sevres-vienne.fr/ark:/58825/vta96d7b20d52f328fd/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1872,1921,1925,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac8ba051e1c930b80/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/259,1922,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa1ec2e432e5407e0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mazières-en-Gâtine,3 Q 14/23,1922,1936,https://archives-deux-sevres-vienne.fr/ark:/58825/vta00afee88dac59a78/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/184,1922,1937,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaae4561410e3a0cbd/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1873,1923,1925,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9ffc38143372f11b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/400,1923,1929,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6b59a4998723854c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/37,1923,1934,https://archives-deux-sevres-vienne.fr/ark:/58825/vta55249a38b2822896/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/242,1924,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vta45ba608d672ef676/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/481,1924,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7bacfa736591664c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1874,1925,1928,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad87e7a33f2881644/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/893,1925,1929,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2c911a98e00abd2e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Celles-sur-Belle,3 Q 6/84,1925,1934,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad3936cf6a3182f05/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/401,1926,1934,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3001eede11f9f4d9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/533,1926,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3b2a93da73050049/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/385,1926,1946,https://archives-deux-sevres-vienne.fr/ark:/58825/vta04aa62b203678260/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/216,1927,1940,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6be089d1598b9b43/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Ménigoute,3 Q 26/69,1927,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3a0e6cbc04fc14a6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1875,1928,1930,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa248f3d082112ce5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/293,1928,1938,https://archives-deux-sevres-vienne.fr/ark:/58825/vta80ad9c20acf6b9b4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/894,1929,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf37aa6654db3f0bd/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1876,1930,1932,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad6fce4df9acf2051/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/221,1930,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabe27a353eed9116c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/358,1931,1945,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaee35b801fb78fb81/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1877,1932,1935,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad95c7785f0d15a88/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/454,1932,1939,https://archives-deux-sevres-vienne.fr/ark:/58825/vta92fc5d5bb8812447/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/271,1932,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaec230fa43662784a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/188,1932,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2f82696e6d0d8276/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/316,1932,1950,https://archives-deux-sevres-vienne.fr/ark:/58825/vta05bcb245bc8625b2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/895,1933,1940,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5359130b62ef25ae/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/376,1933,1946,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa2aa2b1c48b80697/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1878,1934,1937,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa9510751147708ae/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/402,1934,1940,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6cf47210cc17fd1a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/58,1934,1945,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7142aed1ce5f4a01/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/38,1935,1942,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7d8a69c91c9c7500/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/243,1935,1942,https://archives-deux-sevres-vienne.fr/ark:/58825/vta186d234a38201730/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/260,1935,1942,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0653afece4d5659e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/534,1935,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vta891e4ecd15defba2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/482,1936,1944,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03d097c92e14a130/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1879,1937,1940,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6339bac8dbbbebfb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/185,1937,1943,https://archives-deux-sevres-vienne.fr/ark:/58825/vta552057811d85f0bf/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/294,1939,1951,https://archives-deux-sevres-vienne.fr/ark:/58825/vta26b76d9feb621a78/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1880,1940,1941,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7d084adcf8e5cf27/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 1,1940,1944,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad8c2b121146c0d89/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 1,1940,1945,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae58b8bdd22bb98e1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/455,1940,1946,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaeb1fccb7db4ad2e5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 1,1941,1944,https://archives-deux-sevres-vienne.fr/ark:/58825/vta287c459d0ebdf2e6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,1472 W 1,1941,1952,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafb6e406f65b80ef2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 1,1943,1949,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab68feca60ce1d8b9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 2,1944,1947,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7e920810b4ba9f4f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 2,1945,1947,https://archives-deux-sevres-vienne.fr/ark:/58825/vta673a174c8b092442/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,1500 W 1,1945,1949,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabf0563a80611065d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 2,1945,1951,https://archives-deux-sevres-vienne.fr/ark:/58825/vta13b72ce9f5d20f60/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/59,1945,1954,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaad7c2902e8e60964/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 3,1946,1948,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4328266ae349102b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,1469 W 1,1946,1953,https://archives-deux-sevres-vienne.fr/ark:/58825/vta88b0bfae7c8e4107/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,1465 W 1,1946,1957,https://archives-deux-sevres-vienne.fr/ark:/58825/vta911f89b7f91134fb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,1476 W 1,1946,1959,https://archives-deux-sevres-vienne.fr/ark:/58825/vta30f8290ece646f98/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 1,1947,1954,https://archives-deux-sevres-vienne.fr/ark:/58825/vta04799022074e098d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 3,1948,1950,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03d8a6a57316fa9d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 4,1949,1949,https://archives-deux-sevres-vienne.fr/ark:/58825/vta428f307b4e2233d6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 2,1949,1954,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac1cb29f516b6db4a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 5,1950,1951,https://archives-deux-sevres-vienne.fr/ark:/58825/vta770776e652bfb0fe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 6,1950,1952,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab5480099dbf854e6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,1500 W 2,1950,1955,https://archives-deux-sevres-vienne.fr/ark:/58825/vta141dbd82fdac8c9a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 4,1951,1954,https://archives-deux-sevres-vienne.fr/ark:/58825/vta471ee6ffd56f4996/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 3,1951,1955,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac4624fb6d31c6e08/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 7,1952,1953,https://archives-deux-sevres-vienne.fr/ark:/58825/vta59a5d82f80aacec1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,1474 W 1,1952,1958,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad70eebb8c35e40fe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,1472 W 2,1952,1959,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7e72c2ffff2f54fb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 8,1953,1955,https://archives-deux-sevres-vienne.fr/ark:/58825/vta53f343c636351190/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 3,1954,1955,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9a49d9f600d62fed/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 5,1954,1956,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8bdf36e01242f876/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 2,1954,1958,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8a28eb77bbcefc7f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,1500 W 3,1955,1955,https://archives-deux-sevres-vienne.fr/ark:/58825/vta83cee2f6ae29c0a9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 9,1955,1957,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac6aaaf77d8333d4d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 4,1955,1958,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4414b04eb8bdd361/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 4,1955,1961,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5eb70965e89d4b8e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 6,1957,1958,https://archives-deux-sevres-vienne.fr/ark:/58825/vta61a606cee2f8f8e6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 10,1957,1959,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad5331f7e0a2505da/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,1465 W 2,1957,1962,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaef4442046e0cafeb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,1474 W 2,1958,1959,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad8b31be8eb59442f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 5,1958,1961,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa33bd594449fe14b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
